Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_05977	BBA_05977	4-nitrophenylphosphatase	50.49	43.7	49.83	28.79	32.45	28.83	48.006667	30.023333
gene-BBA_05978	BBA_05978	DUF1295 domain protein	61.7	48.92	46.17	53.68	44.61	69.27	52.263333	55.853333
gene-BBA_05979	BBA_05979	DNA topoisomerase	11.6	9.89	12.7	11.9	8.38	12.36	11.396667	10.88
gene-BBA_05980	BBA_05980	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_05981	BBA_05981	mucin-like protein	120.3	135.26	127.4	57	70.25	43.64	127.653333	56.963333
gene-BBA_05982	BBA_05982	glycosyltransferase family 25	1.94	1.65	1.54	3.86	4.12	3.66	1.71	3.88
gene-BBA_05983	BBA_05983	hypothetical protein	0.8	0.31	0.33	0.32	0.57	0.35	0.48	0.413333
gene-BBA_05984	BBA_05984	pH regulatory protein	38.57	37.53	37.95	31.03	33.52	34.03	38.016667	32.86
gene-BBA_05985	BBA_05985	nitrate assimilation regulatory protein nirA	10.82	10.79	9.71	14.98	12.62	18.51	10.44	15.37
gene-BBA_05986	BBA_05986	hypothetical protein	44.94	41.48	44.23	58.12	57.3	72.38	43.55	62.6
gene-BBA_05987	BBA_05987	hypothetical protein	197.12	173.65	215.72	220.54	231.45	220.88	195.496667	224.29
gene-BBA_05988	BBA_05988	pumilio domain-containing protein	32.49	27.43	35.59	48.25	36.94	55.37	31.836667	46.853333
gene-BBA_05989	BBA_05989	"mitochondrion protein, putative"	21.86	14.94	23.02	22.4	24.5	22.71	19.94	23.203333
gene-BBA_05990	BBA_05990	MIND kinetochore complex component Nnf1	11.29	7.92	14.19	11.05	7.78	13.35	11.133333	10.726667
gene-BBA_05991	BBA_05991	PH domain-containing protein	128.86	84.35	137.89	85.29	60.76	100.46	117.033333	82.17
gene-BBA_05992	BBA_05992	NTF2 and RRM domain-containing protein	83.05	67.38	93.86	62.16	52.39	71.42	81.43	61.99
gene-BBA_05993	BBA_05993	peptidase M20D	11.31	11.08	12.32	26.05	21.21	29.98	11.57	25.746667
gene-BBA_05994	BBA_05994	"beta-1,3-glucanase precursor"	0.17	0.2	0.34	0.39	0.12	0.73	0.236667	0.413333
gene-BBA_05995	BBA_05995	ribosomal protein L10	33.64	28.78	41.11	28.09	35.43	30.66	34.51	31.393333
gene-BBA_05996	BBA_05996	U1 small nuclear ribonucleoprotein	31.23	27.65	35.89	42.11	42.02	43.19	31.59	42.44
gene-BBA_05997	BBA_05997	mitochondrial 54S ribosomal protein L51	66.44	72.9	93.54	77.25	63.2	81.83	77.626667	74.093333
gene-BBA_05998	BBA_05998	triosephosphate isomerase	303.41	332.42	310.29	632.42	675.36	719.36	315.373333	675.713333
gene-BBA_05999	BBA_05999	C2H2 transcription factor	10.63	10.22	12.6	24.61	20.96	35.64	11.15	27.07
gene-BBA_06000	BBA_06000	hypothetical protein	11.43	8.76	13.5	23.19	26.13	26.92	11.23	25.413333
gene-BBA_06001	BBA_06001	hypothetical protein	4.84	4.37	6.09	4.14	5.47	6.68	5.1	5.43
gene-BBA_06002	BBA_06002	hypothetical protein	4.34	2.92	4.45	9.32	10.96	13.54	3.903333	11.273333
gene-BBA_06003	BBA_06003	DUF543 domain-containing protein	191.88	208.83	243.85	364.53	402.33	356.05	214.853333	374.303333
gene-BBA_06004	BBA_06004	Urb2/Npa2 family protein	7.09	7.16	10.12	4.59	5.21	5.52	8.123333	5.106667
gene-BBA_06005	BBA_06005	short chain dehydrogenase	8.5	6.18	9.92	5.13	4.8	7.05	8.2	5.66
gene-BBA_06006	BBA_06006	hypothetical protein	4.95	4.26	6.21	2.81	3.17	4	5.14	3.326667
gene-BBA_06007	BBA_06007	short-chain dehydrogenase	124.18	122.14	114.08	111.88	104.38	147.71	120.133333	121.323333
gene-BBA_06008	BBA_06008	FAD binding domain-containing protein	6.88	5.07	5.63	2.38	1.41	5.43	5.86	3.073333
gene-BBA_06009	BBA_06009	matrix metalloproteinase-11	0	0	0	0	0	0	0	0
gene-BBA_06010	BBA_06010	hypothetical protein	53.77	41.66	61.42	36.89	31	39.78	52.283333	35.89
gene-BBA_06011	BBA_06011	cell wall proline rich protein	120.22	104.16	130.39	67.12	55.31	79.31	118.256667	67.246667
gene-BBA_06012	BBA_06012	nucleolar protein CgrA	59.79	63.22	73.21	65.13	78.56	70.21	65.406667	71.3
gene-BBA_06013	BBA_06013	hypothetical protein	15.35	13.73	15.87	16.42	10.67	13.36	14.983333	13.483333
gene-BBA_06014	BBA_06014	PX domain-containing protein	65.91	74.44	52.1	47.61	35.76	31.86	64.15	38.41
gene-BBA_06015	BBA_06015	PCI domain-containing protein	90.01	83.82	107.82	68.27	57.08	84.07	93.883333	69.806667
gene-BBA_06016	BBA_06016	checkpoint kinase 2	58.97	57.5	68.14	40.85	38.86	43.32	61.536667	41.01
gene-BBA_06017	BBA_06017	PH domain-containing protein	12.5	11.76	14.51	11.52	10.85	15.49	12.923333	12.62
gene-BBA_06018	BBA_06018	C2 domain containing protein	11.6	8.84	9.79	9.27	6.43	10.6	10.076667	8.766667
gene-BBA_06019	BBA_06019	"alpha-1,2-mannosidase, putative subfamily"	6.71	6.65	7.2	34.32	33.28	42.7	6.853333	36.766667
gene-BBA_06020	BBA_06020	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06021	BBA_06021	Ribosome-inactivating protein	0	0	0.08	0	0	0	0.026667	0
gene-BBA_06022	BBA_06022	polyol transporter 5	6.86	4.65	4.94	7.66	10.2	11.02	5.483333	9.626667
gene-BBA_06023	BBA_06023	hypothetical protein	0.18	0.14	0	0	0.13	0.15	0.106667	0.093333
gene-BBA_06024	BBA_06024	hypothetical protein	3.95	3.26	3.39	3.62	3.53	3.5	3.533333	3.55
gene-BBA_06025	BBA_06025	ankyrin repeat containing protein	15.25	14.48	14.56	11.83	12.64	15.5	14.763333	13.323333
gene-BBA_06026	BBA_06026	hypothetical protein	3.48	2.15	2.77	4.92	4.14	6.88	2.8	5.313333
gene-BBA_06027	BBA_06027	fungal specific transcription factor	4.65	4.31	4.74	10.67	10.46	12.01	4.566667	11.046667
gene-BBA_06028	BBA_06028	hypothetical protein	0.31	0.48	0.63	0.12	0.22	0.27	0.473333	0.203333
gene-BBA_06029	BBA_06029	carboxymuconolactone decarboxylase	0.64	0.62	0.13	1.24	1.14	2.34	0.463333	1.573333
gene-BBA_06030	BBA_06030	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06031	BBA_06031	metallo-beta-lactamase superfamily protein	1.95	1.58	0.91	1.06	1.14	1.47	1.48	1.223333
gene-BBA_06032	BBA_06032	spherulin-1A	2.15	0.55	1.6	0	0	0.12	1.433333	0.04
gene-BBA_06033	BBA_06033	LamB/YcsF family protein	33.71	31.89	30.18	154.98	148.77	251.42	31.926667	185.056667
gene-BBA_06034	BBA_06034	urea carboxylase	18.71	15	20.51	41.96	33.54	55.23	18.073333	43.576667
gene-BBA_06035	BBA_06035	G protein alpha subunit	26.14	27.71	29.36	42.04	37.08	54.14	27.736667	44.42
gene-BBA_06036	BBA_06036	spermidine synthase	192.74	178.35	219.9	226.28	222.22	262.91	196.996667	237.136667
gene-BBA_06037	BBA_06037	carbon-nitrogen hydrolase	173.28	135.68	174.52	77.79	88.81	81.22	161.16	82.606667
gene-BBA_06038	BBA_06038	WD domain-containing protein	35.95	39.83	35.55	56.72	56.05	60.12	37.11	57.63
gene-BBA_06039	BBA_06039	hypothetical protein	5.53	5.03	3.17	87.28	82.45	66.79	4.576667	78.84
gene-BBA_06040	BBA_06040	integral membrane protein	50.25	41.47	49.56	47.36	43.67	56.84	47.093333	49.29
gene-BBA_06041	BBA_06041	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06042	BBA_06042	proteasome A-type and B-type	206.94	185.82	210.3	232.56	224.16	251.47	201.02	236.063333
gene-BBA_06043	BBA_06043	proteasome subunit alpha type 6	8.02	5.84	10.08	6.38	6.75	8.86	7.98	7.33
gene-BBA_06044	BBA_06044	phytanoyl-CoA dioxygenase	45.53	42.94	49.29	47.99	46.27	54.18	45.92	49.48
gene-BBA_06045	BBA_06045	hypothetical protein	39.09	49.5	29.84	17.95	22.69	18.24	39.476667	19.626667
gene-BBA_06046	BBA_06046	glutamate-cysteine ligase	88.61	76.65	81.42	38.66	40.36	40.33	82.226667	39.783333
gene-BBA_06047	BBA_06047	phosphotransferase enzyme family protein	4.29	4.09	4.81	8.84	10.19	12.67	4.396667	10.566667
gene-BBA_06048	BBA_06048	cAMP-regulated phosphoprotein family protein Igo1	137.08	131.76	166.38	136.69	131.3	161.11	145.073333	143.033333
gene-BBA_06049	BBA_06049	Metal-dependent protein hydrolase	29.43	19.18	30.03	20.51	17.27	20.43	26.213333	19.403333
gene-BBA_06050	BBA_06050	hypothetical protein	348.74	528.36	259.55	143.21	125.86	170.29	378.883333	146.453333
gene-BBA_06051	BBA_06051	monocarboxylate transporter	0.69	0.79	0.41	1.58	0.61	1.31	0.63	1.166667
gene-BBA_06052	BBA_06052	cyclase protein	18.54	21.98	19.66	11.46	12.51	14.75	20.06	12.906667
gene-BBA_06053	BBA_06053	short-chain dehydrogenase/reductase	15.17	18.34	16.75	31.45	30.56	39.37	16.753333	33.793333
gene-BBA_06054	BBA_06054	Alpha/beta hydrolase fold-1	16.91	18.27	17.1	10.38	7.48	12.69	17.426667	10.183333
gene-BBA_06055	BBA_06055	dihydroflavonal-4-reductase protein	7.71	9.02	8.35	20.27	16.12	22.67	8.36	19.686667
gene-BBA_06056	BBA_06056	allantoate permease	5.63	4.98	6.53	4.65	5.07	7.59	5.713333	5.77
gene-BBA_06057	BBA_06057	Fungal transcriptional regulatory protein	59.25	60.24	57.03	61.44	85.95	52.32	58.84	66.57
gene-BBA_06058	BBA_06058	esterase-like protein	29.31	26.68	28.79	62.08	64.03	50.37	28.26	58.826667
gene-BBA_06059	BBA_06059	monooxygenase-like protein	65.39	58.47	72.11	71.95	66.41	78.03	65.323333	72.13
gene-BBA_06060	BBA_06060	Arylsulfotransferase-like protein	12.19	10.52	12.97	10.62	9.18	10.23	11.893333	10.01
gene-BBA_06061	BBA_06061	HEAT repeat protein	1.39	0.43	0.89	1.29	2.08	1.55	0.903333	1.64
gene-BBA_06062	BBA_06062	beta-glucosidase M	25.67	29.78	29.84	22.92	21.53	24.57	28.43	23.006667
gene-BBA_06063	BBA_06063	hypothetical protein	0	0	5.28	0	8.52	0	1.76	2.84
gene-BBA_06064	BBA_06064	GATA zinc finger protein	125.08	111.07	143.32	70.34	89.39	67.25	126.49	75.66
gene-BBA_06065	BBA_06065	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06066	BBA_06066	FHA domain-containing protein	127.47	110.06	124.93	74.71	58.94	96.85	120.82	76.833333
gene-BBA_06067	BBA_06067	IFRD domain-containing protein	31.15	38.88	30.34	25.31	25.74	20	33.456667	23.683333
gene-BBA_06068	BBA_06068	gamma-tubulin	26.72	28.19	33.9	24.9	24.97	28.39	29.603333	26.086667
gene-BBA_06069	BBA_06069	RanBP1 domain-containing protein	20.62	17.05	24.89	19.27	18.78	21.65	20.853333	19.9
gene-BBA_06070	BBA_06070	ABC multidrug transporter	32.59	27.07	35.38	9.67	8.5	13.53	31.68	10.566667
gene-BBA_06071	BBA_06071	ATP synthase F0	30.13	24.39	31.4	20.61	16.53	25.37	28.64	20.836667
gene-BBA_06072	BBA_06072	ZZ type zinc finger domain-containing protein	203.21	184.81	199.83	223.52	188.43	242.93	195.95	218.293333
gene-BBA_06073	BBA_06073	hypothetical protein	38.29	57.14	52.48	153.96	162.67	187.81	49.303333	168.146667
gene-BBA_06074	BBA_06074	extensin-like protein	21.79	19.9	21.1	17.05	18.92	17.61	20.93	17.86
gene-BBA_06075	BBA_06075	hypothetical protein	7.46	6.51	7.43	3.55	5.65	6.08	7.133333	5.093333
gene-BBA_06076	BBA_06076	hypothetical protein	1.16	0.71	0.83	0.27	0.08	0.79	0.9	0.38
gene-BBA_06077	BBA_06077	Hypothetical protein	1.62	1.11	1.42	1.77	1.03	1.81	1.383333	1.536667
gene-BBA_06078	BBA_06078	Synaptojanin	20.61	17.43	19.65	13.24	9.68	17.69	19.23	13.536667
gene-BBA_06079	BBA_06079	vacuolar ATP synthase 16 kDa proteolipid subunit	349.05	343.05	358.1	517.41	496.72	495.45	350.066667	503.193333
gene-BBA_06080	BBA_06080	ergosterol biosynthesis ERG4/ERG24 family protein	12.25	9.46	15.14	14.67	14.83	16.81	12.283333	15.436667
gene-BBA_06081	BBA_06081	allantoate permease	180.27	170.68	187.35	198.86	186.43	242.21	179.433333	209.166667
gene-BBA_06082	BBA_06082	ATP synthase F0	83.89	63.27	80.97	95.77	59.38	112.66	76.043333	89.27
gene-BBA_06083	BBA_06083	phospholipase D	11.1	11.28	11.42	11.23	9.34	12.01	11.266667	10.86
gene-BBA_06084	BBA_06084	ubiquinone biosynthesis protein CAT5	44.56	34.49	40.74	45.29	45.97	44.42	39.93	45.226667
gene-BBA_06085	BBA_06085	plus-3 domain-containing protein	55.37	44.19	58.6	40.64	39.29	45.61	52.72	41.846667
gene-BBA_06086	BBA_06086	glycerophosphoryl diester phosphodiesterase family protein	9.3	6.54	6.26	8.59	7.06	4.19	7.366667	6.613333
gene-BBA_06087	BBA_06087	SET domain-containing protein	10.84	7.1	10.97	10.4	7.38	12.94	9.636667	10.24
gene-BBA_06088	BBA_06088	GTP-binding protein	21.88	22.37	23.69	29.46	29.43	31.84	22.646667	30.243333
gene-BBA_06089	BBA_06089	F-box domain-containing protein	7.8	7.38	8.73	8	6.29	9.64	7.97	7.976667
gene-BBA_06090	BBA_06090	aminodeoxychorismate lyase	17.81	20.71	19.91	8.51	7.54	12.25	19.476667	9.433333
gene-BBA_06091	BBA_06091	import receptor	63.84	57.27	64.82	50.05	52.16	54.27	61.976667	52.16
gene-BBA_06092	BBA_06092	t-SNARE protein	149.95	156.97	138.19	119.9	103.16	110.83	148.37	111.296667
gene-BBA_06093	BBA_06093	brix domain-containing protein	33.9	35.56	39.85	19.6	21.08	18.95	36.436667	19.876667
gene-BBA_06094	BBA_06094	Regulator of nonsense transcripts 1	28.47	26.64	33.18	27.32	24.69	30.43	29.43	27.48
gene-BBA_06095	BBA_06095	DnaJ domain-containing protein	14.22	10.81	11.13	8.93	11.54	8.03	12.053333	9.5
gene-BBA_06096	BBA_06096	outer mitochondrial membrane protein porin	598.91	507.3	632.03	824.01	835.26	791.64	579.413333	816.97
gene-BBA_06097	BBA_06097	asparagine synthase	43.95	35.02	52.63	22.6	25.28	26.41	43.866667	24.763333
gene-BBA_06098	BBA_06098	ubiquitin-conjugating enzyme E2-18 kDa	145.52	157.44	128.42	147.5	191.89	140.51	143.793333	159.966667
gene-BBA_06099	BBA_06099	Pex19 family protein	72.44	74.3	64.99	53.32	84.24	44.49	70.576667	60.683333
gene-BBA_06100	BBA_06100	hypothetical protein	6.04	4.76	5.2	2.95	7.33	5.44	5.333333	5.24
gene-BBA_06101	BBA_06101	ABC1 family protein	35.96	30.03	41.05	36.9	38.33	32.57	35.68	35.933333
gene-BBA_06102	BBA_06102	MRC1-like domain-containing protein	14.57	13.24	15.51	16.28	15.21	16.32	14.44	15.936667
gene-BBA_06103	BBA_06103	myo-inositol-1-phosphate synthase	92.33	73.52	91.16	162.67	178.11	157.96	85.67	166.246667
gene-BBA_06104	BBA_06104	LIM domain-containing protein	3.04	3.4	4.43	3.47	3.77	3.81	3.623333	3.683333
gene-BBA_06105	BBA_06105	hypothetical protein	1.41	0.56	1.37	0.42	0.24	0.63	1.113333	0.43
gene-BBA_06106	BBA_06106	formyl transferase	13.45	13.7	17.58	16.4	17	17.18	14.91	16.86
gene-BBA_06107	BBA_06107	hypothetical protein	105.86	66.63	103.14	15.53	14.77	15.04	91.876667	15.113333
gene-BBA_06108	BBA_06108	glutamine synthetase	13.84	13.35	16.99	16.9	15.85	19.8	14.726667	17.516667
gene-BBA_06109	BBA_06109	hypothetical protein	8.48	6.04	11.82	10.01	6.9	8.57	8.78	8.493333
gene-BBA_06110	BBA_06110	palI protein	127.58	130.74	112.14	585.34	456.1	596.8	123.486667	546.08
gene-BBA_06111	BBA_06111	hypothetical protein	0.62	1.05	0.89	0.77	0.71	1.28	0.853333	0.92
gene-BBA_06112	BBA_06112	protein ORM1	73.88	71.16	69.73	56.59	51.98	52.86	71.59	53.81
gene-BBA_06113	BBA_06113	zinc knuckle domain-containing protein	10.22	8.07	14.74	11.03	9.25	13.56	11.01	11.28
gene-BBA_06114	BBA_06114	hypothetical protein	6.19	4.25	6.24	5.22	5.78	6.75	5.56	5.916667
gene-BBA_06115	BBA_06115	RNA recognition domain-containing protein	12.9	11.17	16.18	7.37	7.14	9.36	13.416667	7.956667
gene-BBA_06116	BBA_06116	CAP22 protein	933.74	1005.49	896.02	191.02	70.53	216.52	945.083333	159.356667
gene-BBA_06117	BBA_06117	Sts1 protein	35.4	32.02	36.72	32.6	27.99	33.7	34.713333	31.43
gene-BBA_06118	BBA_06118	TPR domain-containing protein	19.48	18.87	24.33	24.38	18.45	23.98	20.893333	22.27
gene-BBA_06119	BBA_06119	cytochrome b5-like Heme/Steroid binding domain-containing protein	215.45	265.37	227.39	340.38	304.33	383.5	236.07	342.736667
gene-BBA_06120	BBA_06120	C2H2 type zinc finger domain protein	13.85	14.56	15.5	10.57	9.86	9.53	14.636667	9.986667
gene-BBA_06121	BBA_06121	C2H2 finger domain-containing protein	105.57	64.63	93.66	0.12	0.34	0.58	87.953333	0.346667
gene-BBA_06122	BBA_06122	hypothetical protein	0.46	0.08	0.12	0.35	0	0.26	0.22	0.203333
gene-BBA_06123	BBA_06123	DUF124 domain-containing protein	26.17	22.92	23.46	39.31	35.55	48.56	24.183333	41.14
gene-BBA_06124	BBA_06124	UTP-ammonia ligase	40.07	35.82	50.96	28.55	34.23	28.95	42.283333	30.576667
gene-BBA_06125	BBA_06125	hypothetical protein	7.71	4.39	6.12	4.55	5.92	6.23	6.073333	5.566667
gene-BBA_06126	BBA_06126	hypothetical protein	18.18	14.39	20.95	31.31	28.97	39.06	17.84	33.113333
gene-BBA_06127	BBA_06127	serine/threonine protein kinase	4.16	2.95	5.53	5.25	11.92	12.96	4.213333	10.043333
gene-BBA_06128	BBA_06128	C6 zinc finger domain-containing protein	3.05	3.65	4.17	2.86	1.96	3	3.623333	2.606667
gene-BBA_06129	BBA_06129	hypothetical protein	0.54	0.63	1.3	0	0.19	1.39	0.823333	0.526667
gene-BBA_06130	BBA_06130	calcium-related spray protein	62.35	53.62	66.01	50.49	40.4	53.59	60.66	48.16
gene-BBA_06131	BBA_06131	hypothetical protein	42.35	36.51	47.52	21.31	20.81	25.78	42.126667	22.633333
gene-BBA_06132	BBA_06132	tat pathway signal sequence	90.68	102.07	79.39	50.78	45.95	31.19	90.713333	42.64
gene-BBA_06133	BBA_06133	SUR7 protein	109.99	119.78	106.51	34.91	36.32	26.5	112.093333	32.576667
gene-BBA_06134	BBA_06134	"glucan 1,3-beta-glucosidase"	4.88	5.09	8.14	3.18	2.66	4.06	6.036667	3.3
gene-BBA_06135	BBA_06135	COP9 signalosome complex subunit 3	42.56	43.02	50.51	39.75	28.44	51.08	45.363333	39.756667
gene-BBA_06136	BBA_06136	C-x8-C-x5-C-x3-H type zinc finger protein	0.7	0.23	0.88	0.46	0.14	0.43	0.603333	0.343333
gene-BBA_06137	BBA_06137	chromodomain-helicase-DNA-binding protein	6.61	6.21	9.1	4.85	3.82	5.13	7.306667	4.6
gene-BBA_06138	BBA_06138	rRNA (guanine-N1-)-methyltransferase	12.11	11.09	16.89	10.02	10.61	10.98	13.363333	10.536667
gene-BBA_06139	BBA_06139	GPI anchored protein	6.84	6.12	5.65	6.93	4.68	6.49	6.203333	6.033333
gene-BBA_06140	BBA_06140	hypothetical protein	1.92	1.49	0	0.43	0	0.71	1.136667	0.38
gene-BBA_06141	BBA_06141	C2H2 finger domain-containing protein	9.82	8.43	11.02	4.47	3.83	5.1	9.756667	4.466667
gene-BBA_06142	BBA_06142	cytidylyltransferase-like protein	165.88	205.72	178.77	241.99	269.86	175.08	183.456667	228.976667
gene-BBA_06143	BBA_06143	phosphatidylserine decarboxylase	169.82	203.04	164.74	208.06	174.3	174.54	179.2	185.633333
gene-BBA_06144	BBA_06144	cell wall biogenesis protein Mhp1	21.75	24.52	19.64	24.34	28.83	22.28	21.97	25.15
gene-BBA_06145	BBA_06145	60S ribosomal protein L5 (CPR4)	674.89	642.48	799.1	611.14	711.49	731.31	705.49	684.646667
gene-BBA_06146	BBA_06146	haloacid dehalogenase-like hydrolase	18.59	18.73	16.98	11.48	10.98	16.81	18.1	13.09
gene-BBA_06147	BBA_06147	3-dehydroquinate dehydratase	20.43	16.88	17.74	11.84	8.74	11.98	18.35	10.853333
gene-BBA_06148	BBA_06148	fungal specific transcription factor	27.02	29.18	22.36	24.9	33.68	22.16	26.186667	26.913333
gene-BBA_06149	BBA_06149	major facilitator superfamily transporter	23.85	24.16	24.01	21.96	16.71	22.17	24.006667	20.28
gene-BBA_06150	BBA_06150	fucose permease	3.59	3.56	2.66	3.04	3.24	3.48	3.27	3.253333
gene-BBA_06151	BBA_06151	ferric reductase like transmembrane component	0.05	0.2	0.08	0.24	0.23	0.27	0.11	0.246667
gene-BBA_06152	BBA_06152	RTA1 like protein	8.06	8.82	8.07	44.11	49.95	50.14	8.316667	48.066667
gene-BBA_06153	BBA_06153	arrestin-like protein	37.55	47.22	23.04	21.09	26.99	17.46	35.936667	21.846667
gene-BBA_06154	BBA_06154	triacylglycerol lipase	74.42	95.99	42.5	101.69	136.89	63.81	70.97	100.796667
gene-BBA_06155	BBA_06155	hypothetical protein	310.84	363.42	233.31	960.46	974.06	982.66	302.523333	972.393333
gene-BBA_06156	BBA_06156	sulfate transporter	151.43	154.06	124.89	164.56	158.5	134.37	143.46	152.476667
gene-BBA_06157	BBA_06157	hypothetical protein	0.56	2.17	2.85	3.49	8.13	6.92	1.86	6.18
gene-BBA_06158	BBA_06158	fork head domain-containing protein	11.07	9.92	12.52	11.32	10.93	11.86	11.17	11.37
gene-BBA_06159	BBA_06159	SAM domain-containing protein	22.68	20.98	25.9	20.66	17.71	20.45	23.186667	19.606667
gene-BBA_06160	BBA_06160	MIZ zinc finger protein	29.09	23.5	28.93	19.91	15.51	28.24	27.173333	21.22
gene-BBA_06161	BBA_06161	Zn(II)2Cys6 transcription factor	63.97	57.55	70.09	21.2	13.82	26.73	63.87	20.583333
gene-BBA_06162	BBA_06162	histone H1-binding protein	86.95	86.32	94.72	154.5	134.22	174.14	89.33	154.286667
gene-BBA_06163	BBA_06163	U3 snoRNP protein	33.19	28.86	46.14	26.08	25.91	23.76	36.063333	25.25
gene-BBA_06164	BBA_06164	RING-15 protein	70.79	62.04	71.46	67.29	61.87	71.16	68.096667	66.773333
gene-BBA_06165	BBA_06165	actin-related protein 3 (ARP3)	140.38	127.48	126.01	97.18	76.53	99.55	131.29	91.086667
gene-BBA_06166	BBA_06166	alcohol dehydrogenase I	313.5	417.31	187.86	918.21	1190.03	872.69	306.223333	993.643333
gene-BBA_06167	BBA_06167	heavy-metal-associated domain-containing protein	366.7	475.89	410.7	1295.06	1153.5	1325.58	417.763333	1258.046667
gene-BBA_06168	BBA_06168	hypothetical protein	9.05	7.97	11.09	7.9	9.41	11.57	9.37	9.626667
gene-BBA_06169	BBA_06169	nonspecific lipid-transfer protein	142.46	115.14	119.54	71.04	60.41	87.1	125.713333	72.85
gene-BBA_06170	BBA_06170	Cry3Aa protein	123.58	155.7	115.43	2.65	0.96	1.99	131.57	1.866667
gene-BBA_06171	BBA_06171	fungal specific transcription factor	8.46	6.78	8.97	6.42	6.41	7.46	8.07	6.763333
gene-BBA_06172	BBA_06172	Nulp1-pending protein	25.5	23.86	30.27	35.58	27.06	42.65	26.543333	35.096667
gene-BBA_06173	BBA_06173	Lsm14a protein	39.28	38.39	50.05	47.89	44.44	46.66	42.573333	46.33
gene-BBA_06174	BBA_06174	vesicle transport v-SNARE protein	198.83	182.89	183.01	170.74	156.04	168.59	188.243333	165.123333
gene-BBA_06175	BBA_06175	amine oxidase	36.16	31.69	34.28	68.25	58.86	59.81	34.043333	62.306667
gene-BBA_06176	BBA_06176	cytochrome c oxidase assembly protein CtaG/Cox11	25.63	24.92	24.66	46.56	69.19	35.45	25.07	50.4
gene-BBA_06177	BBA_06177	putative ribosomal protein L26	436.66	396.82	533.84	319.87	346.86	388.78	455.773333	351.836667
gene-BBA_06178	BBA_06178	hypothetical protein	1.96	2.41	2.96	0.94	0.34	1.07	2.443333	0.783333
gene-BBA_06179	BBA_06179	galactose-proton symport	68.47	53.32	61.06	116.96	120.33	112.65	60.95	116.646667
gene-BBA_06180	BBA_06180	hypothetical protein	43.17	32.8	39.7	22.27	15.75	25.08	38.556667	21.033333
gene-BBA_06181	BBA_06181	"ubiquitin conjugating enzyme, putative"	5.13	5.52	6.2	2.21	1.57	2.98	5.616667	2.253333
gene-BBA_06182	BBA_06182	ribose-phosphate diphosphokinase	58.1	52.57	65.69	45.45	39.15	50.82	58.786667	45.14
gene-BBA_06183	BBA_06183	RNA polymerase III subunit C17	12.64	7.9	9.11	8.58	8.8	11.02	9.883333	9.466667
gene-BBA_06184	BBA_06184	transforming protein rho	9	10.63	12.96	17.01	13.34	12.87	10.863333	14.406667
gene-BBA_06185	BBA_06185	pseudouridine synthase 3	16.92	13.8	19.67	12.45	10.34	15.44	16.796667	12.743333
gene-BBA_06186	BBA_06186	"Catalase-like domain, heme-dependent"	518.33	593.8	394.57	135.78	104.85	186.09	502.233333	142.24
gene-BBA_06187	BBA_06187	hypothetical protein	259.9	445.14	187.25	61.62	67.95	88.03	297.43	72.533333
gene-BBA_06188	BBA_06188	GCN5-related N-acetyltransferase	1.75	1.16	1.41	3.33	3.4	2.6	1.44	3.11
gene-BBA_06189	BBA_06189	RNA-binding protein 39	20.18	23.7	7.45	205.45	293.2	190.08	17.11	229.576667
gene-BBA_06190	BBA_06190	potassium/sodium efflux P-type ATPase	21.94	21.66	21.93	18.08	16.03	20.89	21.843333	18.333333
gene-BBA_06191	BBA_06191	SET domain-containing protein	26.43	23.31	31.46	24.25	22	27.36	27.066667	24.536667
gene-BBA_06192	BBA_06192	adaptor complexes medium subunit family protein	100.83	83.23	101.45	67.27	55.1	71.13	95.17	64.5
gene-BBA_06193	BBA_06193	transcription factor Opi1	31.74	30.27	32.95	23.41	25.05	26.36	31.653333	24.94
gene-BBA_06194	BBA_06194	hypothetical protein	0.51	0.98	0.41	0.59	0.9	0.87	0.633333	0.786667
gene-BBA_06195	BBA_06195	"ankyrin 2,3/unc44"	6.55	6.15	7.25	5.62	4.4	8.02	6.65	6.013333
gene-BBA_06196	BBA_06196	"monooxygenase, FAD-binding protein"	11.4	8.86	10.92	9.4	9.16	10.79	10.393333	9.783333
gene-BBA_06197	BBA_06197	protein kinase domain-containing protein	18.81	19.34	18.77	23.92	22.02	26.67	18.973333	24.203333
gene-BBA_06198	BBA_06198	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06199	BBA_06199	amidohydrolase-like protein	8.63	4.7	8.86	6.66	6.11	9.6	7.396667	7.456667
gene-BBA_06200	BBA_06200	C6 transcription factor (PrnA)	4.31	3.25	4.53	3.32	2.3	3.82	4.03	3.146667
gene-BBA_06201	BBA_06201	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_06202	BBA_06202	Glc8 protein	107.69	91.12	102.1	65.41	50.94	77.33	100.303333	64.56
gene-BBA_06203	BBA_06203	hypothetical protein	95.71	83.72	76.32	42.23	53.51	60.58	85.25	52.106667
